,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hiden_dims,param_hiden_layers,param_input_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,epoch
0,2.8403385400772097,0.5142000485901825,0.051336264610290526,0.006761113787439948,64,1,100,"{'hiden_dims': 64, 'hiden_layers': 1, 'input_size': 100}",0.9661016949152542,1.0,0.92,0.9583333333333334,0.9375,0.9591836734693877,0.896551724137931,0.96,0.9833333333333333,0.9387755102040817,0.951977926939332,0.028502623400530957,13,50
1,2.895629858970642,0.08681429154245421,0.05446479320526123,0.0013149741754860977,64,2,100,"{'hiden_dims': 64, 'hiden_layers': 2, 'input_size': 100}",0.9152542372881356,0.9767441860465116,0.94,0.9791666666666666,0.9375,0.9795918367346939,0.9137931034482759,0.98,0.9666666666666667,0.9387755102040817,0.9527492207055032,0.02538555676262559,11,50
2,3.0916598320007322,0.07278100608188724,0.06046614646911621,0.0015516004064603224,64,3,100,"{'hiden_dims': 64, 'hiden_layers': 3, 'input_size': 100}",0.9322033898305084,0.9767441860465116,0.92,0.9583333333333334,0.9375,1.0,0.8793103448275862,0.98,0.9666666666666667,0.9591836734693877,0.9509941594173995,0.033025636587888145,14,50
3,3.3207926511764527,0.08168265785320747,0.08039364814758301,0.04507877411401531,64,4,100,"{'hiden_dims': 64, 'hiden_layers': 4, 'input_size': 100}",0.9491525423728814,0.9767441860465116,0.94,0.9583333333333334,0.9375,0.9795918367346939,0.8793103448275862,0.96,0.9666666666666667,0.9387755102040817,0.9486074420185755,0.027200630576389842,16,50
4,2.689781928062439,0.07331846365334327,0.05055708885192871,0.0014620823750001854,128,1,100,"{'hiden_dims': 128, 'hiden_layers': 1, 'input_size': 100}",0.9491525423728814,1.0,0.96,0.9791666666666666,0.9583333333333334,1.0,0.8793103448275862,0.98,0.9833333333333333,0.9387755102040817,0.9628071730737882,0.0339333875152239,3,50
5,2.9634267568588255,0.09299860347869267,0.05596742630004883,0.0015216698455336006,128,2,100,"{'hiden_dims': 128, 'hiden_layers': 2, 'input_size': 100}",0.9322033898305084,1.0,0.94,0.9791666666666666,0.9583333333333334,0.9795918367346939,0.8793103448275862,0.98,0.9666666666666667,0.9591836734693877,0.9574455911528844,0.03227586053407765,5,50
6,3.1385037660598756,0.07826188618707602,0.06194415092468262,0.003328608107205202,128,3,100,"{'hiden_dims': 128, 'hiden_layers': 3, 'input_size': 100}",0.9491525423728814,0.9767441860465116,0.96,0.9583333333333334,0.9375,1.0,0.896551724137931,0.94,0.9833333333333333,0.9183673469387755,0.9519982466162766,0.029274883883972532,12,50
7,3.3553649187088013,0.09069022251253117,0.06791322231292725,0.005266258042428662,128,4,100,"{'hiden_dims': 128, 'hiden_layers': 4, 'input_size': 100}",0.9491525423728814,0.9767441860465116,0.94,0.9791666666666666,0.9166666666666666,0.9795918367346939,0.8620689655172413,0.98,0.9666666666666667,0.9591836734693877,0.9509241204140716,0.0355512257237211,15,50
8,2.713862180709839,0.09015363339268169,0.05096697807312012,0.002086228140754092,256,1,100,"{'hiden_dims': 256, 'hiden_layers': 1, 'input_size': 100}",0.9491525423728814,0.9534883720930233,0.98,0.9791666666666666,0.9583333333333334,1.0,0.8793103448275862,0.96,1.0,0.9387755102040817,0.9598226769497572,0.03330344202655118,4,50
9,2.9640907049179077,0.11829869394871974,0.05689613819122315,0.0019233113996149779,256,2,100,"{'hiden_dims': 256, 'hiden_layers': 2, 'input_size': 100}",0.9491525423728814,0.9767441860465116,0.98,0.9791666666666666,0.9166666666666666,0.9795918367346939,0.8793103448275862,0.96,0.9833333333333333,0.9591836734693877,0.9563149250117726,0.03216698240038006,7,50
