,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hiden_dims,param_hiden_layers,param_input_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,epoch
0,7.870010471343994,0.055385079806483106,0.05499844551086426,0.0021419851345413103,64,1,100,"{'hiden_dims': 64, 'hiden_layers': 1, 'input_size': 100}",0.9322033898305084,0.9534883720930233,0.96,0.9583333333333334,0.8958333333333334,0.9795918367346939,0.8793103448275862,0.98,0.9833333333333333,0.9183673469387755,0.9440461290424589,0.0345865790478711,16,150
1,8.435959315299987,0.06449476628723735,0.057685136795043945,0.0021940550697765937,64,2,100,"{'hiden_dims': 64, 'hiden_layers': 2, 'input_size': 100}",0.9491525423728814,0.9767441860465116,0.96,0.9583333333333334,0.9375,1.0,0.896551724137931,0.96,0.9666666666666667,0.9591836734693877,0.9564132126026712,0.02539528890580291,8,150
2,8.836734104156495,0.04842926457374229,0.06203920841217041,0.0020494683641076638,64,3,100,"{'hiden_dims': 64, 'hiden_layers': 3, 'input_size': 100}",0.9491525423728814,0.9767441860465116,0.94,0.9583333333333334,0.9166666666666666,1.0,0.8793103448275862,0.98,0.9833333333333333,0.9591836734693877,0.95427240800497,0.03377346420426048,12,150
3,9.914216756820679,0.25367258534009873,0.07207584381103516,0.0038245107947163953,64,4,100,"{'hiden_dims': 64, 'hiden_layers': 4, 'input_size': 100}",0.9322033898305084,1.0,0.98,0.9583333333333334,0.9166666666666666,1.0,0.896551724137931,0.98,0.9666666666666667,0.8979591836734694,0.9528380964308576,0.037495959128830456,14,150
4,7.854032063484192,0.12537598604825792,0.0530735969543457,0.0016723960641631063,128,1,100,"{'hiden_dims': 128, 'hiden_layers': 1, 'input_size': 100}",0.9322033898305084,0.9767441860465116,0.98,0.9791666666666666,0.9375,1.0,0.8793103448275862,0.96,0.9833333333333333,0.9591836734693877,0.9587441594173993,0.03311614461858293,7,150
5,8.318365621566773,0.08716661133406506,0.056834292411804196,0.0010487336445942136,128,2,100,"{'hiden_dims': 128, 'hiden_layers': 2, 'input_size': 100}",0.9491525423728814,0.9534883720930233,0.98,0.9791666666666666,0.9375,1.0,0.896551724137931,0.98,0.9833333333333333,0.9387755102040817,0.9597968148807917,0.029075546470472686,6,150
6,9.01799716949463,0.26047001348633547,0.14510490894317626,0.23922281505041124,128,3,100,"{'hiden_dims': 128, 'hiden_layers': 3, 'input_size': 100}",0.9491525423728814,0.9767441860465116,0.9,0.9791666666666666,0.9583333333333334,1.0,0.9137931034482759,0.96,0.9666666666666667,0.9591836734693877,0.9563040172003724,0.0283050511853636,9,150
7,9.866902923583984,0.06624551072459577,0.06911113262176513,0.002035783618450598,128,4,100,"{'hiden_dims': 128, 'hiden_layers': 4, 'input_size': 100}",0.9491525423728814,0.9767441860465116,0.98,0.9791666666666666,0.9375,1.0,0.896551724137931,0.96,0.9666666666666667,0.9591836734693877,0.9604965459360045,0.02709238856043527,4,150
8,7.7747022867202755,0.07744905202563801,0.052292680740356444,0.0017460332073201041,256,1,100,"{'hiden_dims': 256, 'hiden_layers': 1, 'input_size': 100}",0.9322033898305084,0.9534883720930233,0.96,0.9791666666666666,0.9375,1.0,0.8793103448275862,0.96,1.0,0.9591836734693877,0.9560852446887174,0.03353639470098146,10,150
9,8.305232214927674,0.06873127489235473,0.05682106018066406,0.0013212043070925043,256,2,100,"{'hiden_dims': 256, 'hiden_layers': 2, 'input_size': 100}",0.9661016949152542,1.0,0.92,0.9791666666666666,0.9375,1.0,0.8793103448275862,1.0,0.9666666666666667,0.9591836734693877,0.9607929046545562,0.037229673782253114,3,150
10,9.558275604248047,0.28349184580998116,0.06648383140563965,0.003377521978153748,256,3,100,"{'hiden_dims': 256, 'hiden_layers': 3, 'input_size': 100}",0.9491525423728814,0.9767441860465116,0.98,0.9791666666666666,0.9791666666666666,1.0,0.8620689655172413,0.98,0.9666666666666667,0.9387755102040817,0.9611741204140716,0.036884119434374335,2,150
11,9.998390364646912,0.09445880851268186,0.06784143447875976,0.0005241635384167327,256,4,100,"{'hiden_dims': 256, 'hiden_layers': 4, 'input_size': 100}",0.9322033898305084,0.9767441860465116,0.94,0.9791666666666666,0.8958333333333334,0.9795918367346939,0.9137931034482759,0.96,0.9833333333333333,0.9387755102040817,0.9499441359597404,0.02905232912634951,15,150
12,7.764014673233032,0.06016655719055417,0.054696154594421384,0.007318851414638037,512,1,100,"{'hiden_dims': 512, 'hiden_layers': 1, 'input_size': 100}",0.9322033898305084,0.9767441860465116,0.96,0.9791666666666666,0.9583333333333334,0.9795918367346939,0.896551724137931,0.96,1.0,0.9591836734693877,0.9601774810219033,0.02726358993702973,5,150
13,8.554906177520753,0.19803599718600917,0.14455885887145997,0.2547011155918841,512,2,100,"{'hiden_dims': 512, 'hiden_layers': 2, 'input_size': 100}",0.9491525423728814,0.9767441860465116,0.88,0.9791666666666666,0.9583333333333334,1.0,0.8793103448275862,0.98,0.9666666666666667,0.9591836734693877,0.9528557413383034,0.03900474453096829,13,150
14,10.004470586776733,0.07583505382158835,0.06650238037109375,0.004494350102664167,512,3,100,"{'hiden_dims': 512, 'hiden_layers': 3, 'input_size': 100}",0.9491525423728814,1.0,0.94,0.9791666666666666,1.0,1.0,0.9310344827586207,0.98,0.9666666666666667,0.8979591836734694,0.9643979542138303,0.03259465747539181,1,150
